,cluster,journal_id,journal_title,pap_id,pap_title,distance
3,28,6362,Nanoscale Research Letters,481200,Microscopic modeling of charge transport in sensing proteins,[[0.163818636712]]
3,37,6362,Nanoscale Research Letters,481300,Photoluminescence enhancement of quantum dots on Ag nanoneedles,[[0.162434987217]]
3,37,6362,Nanoscale Research Letters,481400,Photoconductivity and photoluminescence under bias in GaInNAs/GaAs MQW p-i-n structures,[[0.158827835702]]
3,37,6362,Nanoscale Research Letters,481500,Electron transport in a GaPSb film,[[0.145791981349]]
3,37,6362,Nanoscale Research Letters,481600,Growth of nanolaminate structure of tetragonal zirconia by pulsed laser deposition,[[0.106540983161]]
8,22,6289,Science China Life Sciences,483200,"Long-term <em class=""a-plus-plus"">ex vivo</em> monitoring of <em class=""a-plus-plus"">in vivo</em> microRNA activity in liver using a secreted luciferase sensor",[[0.287264619733]]
3,18,6289,Science China Life Sciences,483300,"Genotypic variation in phosphorus acquisition from sparingly soluble P sources is related to root morphology and root exudates in <em class=""a-plus-plus"">Brassica napus</em>",[[0.233580946519]]
3,13,6289,Science China Life Sciences,483400,"An <em class=""a-plus-plus"">in vivo</em> study with an MRI tracer method reveals the biophysical properties of interstitial fluid in the rat brain",[[0.194826194792]]
3,37,6128,Science Bulletin,491300,"Influence of deposition time on the morphology and optical properties of SiO<sub class=""a-plus-plus"">2</sub>-ZnO composite photonic crystals",[[0.0927168084932]]
3,37,6128,Science Bulletin,491400,Kinetic calculations for the thermal decomposition of calcium propionate under non-isothermal conditions,[[0.182573862267]]
6,18,6128,Science Bulletin,491500,"Molecular dissection of plant height QTLs using recombinant inbred lines from hybrids between common wheat (<em class=""a-plus-plus"">Triticum aestivum</em> L.) and spelt wheat (<em class=""a-plus-plus"">Triticum spelta</em> L.)",[[0.249872338489]]
3,37,6128,Science Bulletin,491600,Membrane sorption property effects on transmembrane permeation,[[0.148400883938]]
7,2,6128,Science Bulletin,491700,"p53-dependent upregulation of <em class=""a-plus-plus"">PIG</em>3 transcription by γ-ray irradiation and its interaction with KAP1 in responding to DNA damage",[[0.106528595132]]
3,37,6128,Science Bulletin,491800,"Chronology and pattern of integration of tandem genomic islands associated with the tmRNA gene in <em class=""a-plus-plus"">Escherichia coli</em> and <em class=""a-plus-plus"">Salmonella enterica</em>",[[0.12417714358]]
3,21,6128,Science Bulletin,491900,Comparison of phylobetadiversity indices based on community data from Gutianshan forest plot,[[0.267540834938]]
3,37,6128,Science Bulletin,492000,Dependence of magnetic field just inside the magnetopause on subsolar standoff distance: Global MHD results,[[0.114005937452]]
3,4,6128,Science Bulletin,492100,Trajectory tracking control of quantum systems,[[0.156431296702]]
3,37,6128,Science Bulletin,492200,"Reactions of [FeL<sub class=""a-plus-plus"">2</sub>(CH<sub class=""a-plus-plus"">3</sub>CN)<sub class=""a-plus-plus"">2</sub>](PF<sub class=""a-plus-plus"">6</sub>)<sub class=""a-plus-plus"">2</sub> (L = <em class=""a-plus-plus"">N</em>-pyrimid-2-ylimidazol-ylidene) with N-, P-, O-, and S-donors and its catalytic activity",[[0.221271475285]]
7,2,6128,Science Bulletin,492300,"The interaction of GSSG modified magnetic nanoparticles with SPC-A1 cells <em class=""a-plus-plus"">in vitro</em>",[[0.111803691798]]
3,37,6128,Science Bulletin,492400,"Nonstoichiometric Li<sub class=""a-plus-plus"">1±<em class=""a-plus-plus"">x</em>
                            </sub>Ni<sub class=""a-plus-plus"">0.5</sub>Mn<sub class=""a-plus-plus"">1.5</sub>O<sub class=""a-plus-plus"">4</sub> with different structures and electrochemical properties",[[0.165667909808]]
7,2,6128,Science Bulletin,492500,Regulated conformation changes in C-reactive protein orchestrate its role in atherogenesis,[[0.345254619469]]
3,37,6128,Science Bulletin,492600,"Research progress of heavy metal pollution in China: Sources, analytical methods, status, and toxicity",[[0.281578486569]]
3,37,6128,Science Bulletin,492700,Single scattering particles based analytical techniques,[[0.232392568235]]
3,28,6892,EURASIP Journal on Advances in Signal Processing,494200,PAPR reduction in SFBC MIMO MC-CDMA systems via user reservation,[[0.155794152056]]
3,37,6892,EURASIP Journal on Advances in Signal Processing,494300,Asynchronous analog-to-digital converter based on level-crossing sampling scheme,[[0.147137234527]]
3,28,6892,EURASIP Journal on Advances in Signal Processing,494400,Impulsive noise rejection method for compressed measurement signal in compressed sensing,[[0.192484012284]]
3,28,6892,EURASIP Journal on Advances in Signal Processing,494500,Low-frequency ambient noise generator with application to automatic speaker classification,[[0.241288884469]]
3,4,6896,Advances in Difference Equations,494600,Mild solutions for a problem involving fractional derivatives in the nonlinearity and in the non-local conditions,[[0.186950202708]]
3,4,6896,Advances in Difference Equations,494700,Initial value problem for fractional evolution equations,[[0.349632288764]]
3,26,6896,Advances in Difference Equations,494800,Intuitionistic random almost additive-quadratic mappings,[[0.181097130941]]
3,4,6896,Advances in Difference Equations,494900,Fault detection and estimation for non-Gaussian stochastic systems with time varying delay,[[0.138769528055]]
3,37,6902,EURASIP Journal on Wireless Communications and Networking,495000,Ultra-wide bandwidth backscatter modulation: processing schemes and performance,[[0.119347167072]]
3,37,6902,EURASIP Journal on Wireless Communications and Networking,495100,"Second-order statistics of selection macro-diversity system operating over Gamma shadowed <em class=""a-plus-plus"">κ</em>-<em class=""a-plus-plus"">μ</em> fading channels",[[0.104243991214]]
3,28,6902,EURASIP Journal on Wireless Communications and Networking,495200,Low complexity look up table based adaptive digital predistorter with low memory requirements,[[0.298707238724]]
3,28,6902,EURASIP Journal on Wireless Communications and Networking,495300,Hybrid propagation channel modelling for city area land mobile satellite communications,[[0.17444140022]]
3,4,6902,EURASIP Journal on Wireless Communications and Networking,495400,Robust SINR-constrained MISO downlink beamforming: when is semidefinite programming relaxation tight?,[[0.133521124016]]
3,28,6902,EURASIP Journal on Wireless Communications and Networking,495500,Resource allocation for secondary users with chance constraints based on primary links control feedback information,[[0.18124707876]]
3,37,6382,Journal of Cheminformatics,496200,"Making people's lives easier, better and more beautiful - and how computer-aided materials design may help",[[0.167872262065]]
3,37,6382,Journal of Cheminformatics,496300,Docking and virtual screening of novel inhibitors for mono-ADP-ribosylating toxins,[[0.118395873899]]
3,37,6382,Journal of Cheminformatics,496400,CADDSuite – a workflow-enabled suite of open-source tools for drug discovery,[[0.174199931368]]
3,28,6382,Journal of Cheminformatics,496500,InChIKey collision resistance: an experimental testing,[[0.120755774214]]
2,37,7062,The Journal of Headache and Pain,497800,"Primary headache in Emergency Department: prevalence, clinical features and therapeutical approach",[[0.63177942459]]
2,37,7062,The Journal of Headache and Pain,497900,Headache related to use of cholinesterase inhibitors: study of a Cognitive Function Clinic population,[[0.481284160683]]
2,37,7062,The Journal of Headache and Pain,498000,What clues are available for differential diagnosis of headaches in emergency settings?,[[0.628788205489]]
2,37,7062,The Journal of Headache and Pain,498200,Intracranial hypotension and PRES,[[0.181598748982]]
2,37,7062,The Journal of Headache and Pain,498300,Epidural blood patch for refractory low CSF pressure headache: a pilot study,[[0.516538516793]]
2,37,7062,The Journal of Headache and Pain,498400,Manual therapies for cervicogenic headache: a systematic review,[[0.393025209106]]
3,37,6906,Environmental Sciences Europe,499000,Die aktuelle Recherche,[[0.120278731591]]
2,5,6906,Environmental Sciences Europe,499100,Vogelfedern als Biomonitoren für die atmosphärische Schwermetallbelastung — Untersuchungen mit der Protonenmikrosonde,[[0.0331995830892]]
2,5,6906,Environmental Sciences Europe,499200,Anwendung von Pflanzenschutzmitteln,[[0.0365692689229]]
2,5,6906,Environmental Sciences Europe,499300,Das Umwelthaftungsgesetz,[[0.045152939705]]
2,5,6906,Environmental Sciences Europe,499400,Statistische Anwendungen und Modelle,[[0.0410647276593]]
2,5,6906,Environmental Sciences Europe,499500,Waldökosystemforschung in inneralpinen Tälern Tirols,[[0.0793225644946]]
2,5,6906,Environmental Sciences Europe,499600,Rückblick und Ausblick,[[0.0804965129998]]
2,5,6906,Environmental Sciences Europe,499700,Gentechnisch veränderte Lebensmittel und -zusatzstoffe,[[0.124797311611]]
2,5,6906,Environmental Sciences Europe,499900,Probabilistische Expositionsabschätzung zur Beurteilung der gesundheitlichen Auswirkungen von Umweltbelastungen,[[0.0660438653815]]
2,5,6906,Environmental Sciences Europe,500000,Teil I: Stoffstromanalysen landwirtschaftlicher Produktionsverfahren,[[0.117802026104]]
2,5,6906,Environmental Sciences Europe,500100,Life cycle engineering im Automobilbau,[[0.111367236673]]
2,5,6906,Environmental Sciences Europe,500400,Einsatz der Hassediagrammtechnik zum Vergleich von Bergbaubetrieben unter dem Aspekt der Nachhaltigkeit,[[0.0995167777414]]
2,5,6906,Environmental Sciences Europe,500500,Erfahrungen des Umweltbundesamtes mit der EU-Biozid-Richtlinie,[[0.0769051283978]]
3,37,6906,Environmental Sciences Europe,500600,Monitoring of Bt-Maize pollen exposure in the vicinity of the nature reserve Ruhlsdorfer Bruch in northeast Germany 2007 to 2008,[[0.196256540402]]
3,37,6906,Environmental Sciences Europe,500700,News from the SETAC Europe Student Advisory Council - September 2012,[[0.146041416675]]
3,37,5968,Gold Bulletin,500800,Gold-copper-zinc alloys with shape memory,[[0.100386796913]]
3,37,5968,Gold Bulletin,500900,Transferable gold coatings,[[0.15367250479]]
3,37,5968,Gold Bulletin,501000,Recovery of gold,[[0.156213358385]]
3,37,5968,Gold Bulletin,501100,The ‘Forschungsinstitut für Edelmetalle und Metallchemie’,[[0.121478352776]]
3,37,5968,Gold Bulletin,501200,Corinthian bronze and the gold of the alchemists,[[0.0832551880068]]
3,37,5968,Gold Bulletin,501300,Coordination polymers with cyanoaurate building blocks: Potential new industrial applications for gold,[[0.159559408863]]
3,37,5968,Gold Bulletin,501500,Gold science and applications,[[0.225549538146]]
2,37,5324,Netherlands Heart Journal,526000,Planning and monitoring of patients for electrical cardioversion for atrial fibrillation,[[0.12078723847]]
2,5,5577,Datenschutz und Datensicherheit - DuD,544500,Von F(acebook) bis X(ing),[[0.0788313675125]]
2,5,5577,Datenschutz und Datensicherheit - DuD,544700,Alte Deiche,[[0.144279684836]]
2,5,5577,Datenschutz und Datensicherheit - DuD,544800,Allianz für Cyber-Sicherheit,[[0.0169416565855]]
2,5,5577,Datenschutz und Datensicherheit - DuD,544900,"Kongehl, Gerhard (Hrsg.): Datenschutz-Management, Haufe-Lexware, Freiburg, Stand: Januar 2012, ISBN 978-3-8092-1705-3, 198,- Euro (mit Ergänzungslieferungen als Update-Informationen nach Bedarf zu je 98,- € incl. MwSt).",[[0.130579222976]]
9,7,6657,Huisarts en wetenschap,579900,Prikkelend nieuws voor jonge snotterneuzen?,[[0.0234422427253]]
9,7,6657,Huisarts en wetenschap,580200,Vervolgcontacten na bezoek aan de HAP,[[0.133272965924]]
9,7,6657,Huisarts en wetenschap,580300,Focus op fout,[[0.258208714624]]
9,7,6657,Huisarts en wetenschap,580500,Diagnostische strategie voor urineweginfecties bij mannen,[[0.077437484804]]
3,31,5188,The European Physical Journal C,655500,Study of dimuon rare beauty decays with ATLAS and CMS,[[0.179899581329]]
3,31,5188,The European Physical Journal C,656400,Constraining spin-one color-octet resonances using CDF and ATLAS data,[[0.123275841202]]
2,14,5898,Annals of Surgical Oncology,739600,Laparoscopic Pelvic Autonomic Nerve-Preserving Surgery for Sigmoid Colon Cancer,[[0.244378651851]]
2,37,5898,Annals of Surgical Oncology,740100,"Liver Resection with Portal Vein Thrombectomy
              for Hepatocellular Carcinoma With Vascular Invasion",[[0.278684415193]]
2,14,5898,Annals of Surgical Oncology,740900,Retrohepatic Vena Cava Resection Associated With Right Trisectionectomy and Caudate Lobectomy for Colorectal Liver Metastases,[[0.29327591033]]
2,37,5898,Annals of Surgical Oncology,741000,Epitrochlear Lymph Node Dissection,[[0.238271552398]]
2,37,5898,Annals of Surgical Oncology,741200,Has Placement of Surgical Clips in the Lumpectomy Bed Fallen Out of Favor?,[[0.227039821722]]
5,17,5898,Annals of Surgical Oncology,741400,Minimally Invasive Approach to Breast Cancer: Is Less Better?,[[0.288175753053]]
3,37,5131,European Radiology,792200,First performance evaluation of a dual-source CT (DSCT) system,[[0.0846795475]]
3,37,5131,European Radiology,792400,MR imaging in sports-related glenohumeral instability,[[0.13700859848]]
2,14,5131,European Radiology,793000,Coronary revascularization treatment based on dual-source computed tomography,[[0.169869253327]]
2,14,5131,European Radiology,794200,Diagnostic performance of 320-slice multidetector computed tomography coronary angiography in patients after coronary artery bypass grafting,[[0.285876024282]]
3,37,5833,Journal of The American Society for Mass Spectrometry,833600,Increased proteome coverage for quantitative peptide abundance measurements based upon high performance separations and DREAMS FTICR mass spectrometry,[[0.250925936119]]
3,2,5833,Journal of The American Society for Mass Spectrometry,833700,Experimental factors affecting the quality and reproducibility of MALDI TOF mass spectra obtained from whole bacteria cells,[[0.261038086117]]
3,37,5833,Journal of The American Society for Mass Spectrometry,833800,Determination of the activation energy for unimolecular dissociation of a non-covalent gas-phase peptide: Substrate complex by infrared multiphoton dissociation fourier transform ion cyclotron resonance mass spectrometry,[[0.278395260041]]
3,37,5833,Journal of The American Society for Mass Spectrometry,833900,"Compositional analysis of isobutylene/<em class=""a-plus-plus"">p</em>-methylstyrene copolymers by matrix-assisted laser desorption/ionization mass spectrometry",[[0.14075678231]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834000,"Tandem mass spectrometric investigation of acylpolyamines of spider venoms and their <sup class=""a-plus-plus"">15</sup>N-labeled derivatives",[[0.196511925079]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834100,"Elucidation of the presence and location of <em class=""a-plus-plus"">t</em>-Boc protecting groups in amines and dipeptides using on-column H/D exchange HPLC/ESI/MS",[[0.192924494156]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834200,MALDI mass spectrometry analysis of high molecular weight proteins from whole bacterial cells: Pretreatment of samples with surfactants,[[0.175390431396]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834300,On the distributions of ion/neutral molecule clusters in electrospray and laser spray—A cluster division model for the electrospray process,[[0.310120625935]]
6,28,5833,Journal of The American Society for Mass Spectrometry,834400,De novo peptide sequencing using exhaustive enumeration of peptide composition,[[0.375221405574]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834500,Sub parts-per-million mass measurement accuracy of intact proteins and product ions achieved using a dual electrospray ionization quadrupole fourier transform ion cyclotron resonance mass spectrometer,[[0.168270120634]]
3,2,5833,Journal of The American Society for Mass Spectrometry,834600,Ligand binding mode to duplex and triplex dna assessed by combining electrospray tandem mass spectrometry and molecular modeling,[[0.277689838548]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834700,Development of a time-resolved method for photodissociation mechanistic study of protonated peptides: Use of a voltage-floated cell in a tandem time-of-flight mass spectrometer,[[0.259287176808]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834800,Structural characterization of monohydroxyeicosatetraenoic acids and dihydroxy- and trihydroxyeicosatrienoic acids by ESI-FTICR,[[0.233437327152]]
3,37,5833,Journal of The American Society for Mass Spectrometry,834900,"Electron capture dissociation, electron detachment dissociation, and collision-induced dissociation of polyamidoamine (PAMAM) dendrimer ions with amino, amidoethanol, and sodium carboxylate surface groups",[[0.144974860459]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835000,Automated electrospray ionization FT-ICR mass spectrometry for petroleum analysis,[[0.154999151637]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835100,Experimental and computational studies of the macrocyclic effect of an auxiliary ligand on electron and proton transfers within ternary copper(II)-Histidine complexes,[[0.227101954281]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835200,Solid state nuclear magnetic resonance as a tool to explore solvent-free MALDI samples,[[0.20933327137]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835300,Controlling the expansion into vacuum—the enabling technology for trapping atmosphere-sampled particulate ions,[[0.248784645158]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835400,Rapid and label-free screening of enzyme inhibitors using segmented flow electrospray ionization mass spectrometry,[[0.177686212009]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835500,Organic secondary ion mass spectrometry: Signal enhancement by water vapor injection,[[0.244432881774]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835600,IonCCD™ for Direct Position-Sensitive Charged-Particle Detection: from Electrons and keV Ions to Hyperthermal Biomolecular Ions,[[0.349137206462]]
3,37,5833,Journal of The American Society for Mass Spectrometry,835700,An Alternative Paper Based Tissue Washing Method for Mass Spectrometry Imaging: Localized Washing and Fragile Tissue Analysis,[[0.18847123543]]
3,2,5833,Journal of The American Society for Mass Spectrometry,835800,Compelling Advantages of Negative Ion Mode Detection in High-Mass MALDI-MS for Homomeric Protein Complexes,[[0.319254291471]]
3,28,5833,Journal of The American Society for Mass Spectrometry,835900,Improved Sequence Resolution by Global Analysis of Overlapped Peptides in Hydrogen/Deuterium Exchange Mass Spectrometry,[[0.227169419525]]
3,37,5833,Journal of The American Society for Mass Spectrometry,836000,"Gas Phase Decarbonylation and Cyclization Reactions of Protonated <em class=""a-plus-plus"">N</em>-Methyl-<em class=""a-plus-plus"">N</em>-Phenylmethacrylamide and Its Derivatives Via an Amide <em class=""a-plus-plus"">Claisen</em> Rearrangement",[[0.28213279177]]
3,37,6139,Surgical Endoscopy,892500,Evaluating an optimal gastric closure method for transgastric surgery,[[0.0951859194952]]
3,37,6139,Surgical Endoscopy,892900,Retracting and seeking movements during laparoscopic goal-oriented movements. Is the shortest path length optimal?,[[0.11534710164]]
3,37,6139,Surgical Endoscopy,893500,The value of haptic feedback in conventional and robot-assisted minimal invasive surgery and virtual reality training: a current review,[[0.138913739476]]
3,37,6139,Surgical Endoscopy,893800,Natural orifice translumenal endoscopic surgery (NOTES): creation of a gastric valve for safe and effective transgastric surgery in humans,[[0.141377243757]]
3,37,6139,Surgical Endoscopy,894100,An Isolator System for minimally invasive surgery: the new design,[[0.0842893361053]]
2,37,6139,Surgical Endoscopy,895000,Reply to: doi:10.1007/s00464-009-0765-z: Laparoscopic correction of perforated peptic ulcer: first choice? A review of literature,[[0.0901234133818]]
3,28,5066,Machine Learning,917400,A general framework for induction and a study of selective induction,[[0.253941727195]]
3,28,5066,Machine Learning,917500,When will machines learn?,[[0.217561422083]]
3,28,5066,Machine Learning,917600,The Induction of Dynamical Recognizers,[[0.263666695064]]
3,28,5066,Machine Learning,917700,Inferential theory of learning as a conceptual basis for multistrategy learning,[[0.312759452633]]
3,28,5066,Machine Learning,917800,"<em class=""a-plus-plus"">Introduction</em>: <strong class=""a-plus-plus"">Structured Connectionist Systems</strong>",[[0.289011561552]]
3,4,5066,Machine Learning,917900,On Polynomial-Time Learnability in the Limit of Strictly Deterministic Automata,[[0.184682311809]]
3,28,5066,Machine Learning,918100,Training a Vision Guided Mobile Robot,[[0.181722629476]]
3,4,5066,Machine Learning,918300,On the Existence of Linear Weak Learners and Applications to Boosting,[[0.264694406501]]
3,28,5066,Machine Learning,918400,Subquadratic Approximation Algorithms for Clustering Problems in High Dimensional Spaces,[[0.279331797593]]
3,28,5066,Machine Learning,918500,Cost curves: An improved method for visualizing classifier performance,[[0.295738859046]]
3,28,5066,Machine Learning,918600,A collaborative filtering framework based on both local user similarity and global user similarity,[[0.198097691603]]
3,28,5066,Machine Learning,918700,Learning to detect incidents from noisily labeled data,[[0.198198732712]]
3,28,5066,Machine Learning,918800,Learning by extrapolation from marginal to full-multivariate probability distributions: decreasingly naive Bayesian classification,[[0.210001961685]]
3,4,5189,Journal of High Energy Physics,1023600,Geometric flows in Hořava-Lifshitz gravity,[[0.144950524727]]
3,4,5189,Journal of High Energy Physics,1023800,DWSB in heterotic flux compactifications,[[0.207010218108]]
3,4,5189,Journal of High Energy Physics,1026900,Rigid supersymmetric theories in 4d Riemannian space,[[0.203211407776]]
3,4,5189,Journal of High Energy Physics,1028000,"Kerr/CFT, dipole theories and nonrelativistic CFTs",[[0.231343580644]]
